####################
/var/spool/slurmd/job4979567/slurm_script
####################
--batch-size 64 --exc train --goal-reset False --num-eval 100 --reward-type delta_r --rollout-steps 2048 --text-verbosity True --total-timesteps 2500000 --train-episode-time-limit 15 --train-fps None --train-render-fps 120 --train-verbosity True
####################

Using cpu device
-----------------------------
| time/              |      |
|    policy_gradient_loss | -0.0134    |
|    std                  | 0.343      |
|    value_loss           | 0.0583     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.95e+03    |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 690         |
|    time_elapsed         | 9192        |
|    total_timesteps      | 1413120     |
| train/                  |             |
|    approx_kl            | 0.051504448 |
|    clip_fraction        | 0.369       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | -0.0616     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0272     |
|    n_updates            | 6890        |
|    policy_gradient_loss | 0.0119      |
|    std                  | 0.342       |
|    value_loss           | 0.0495      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.95e+03    |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 691         |
|    time_elapsed         | 9197        |
|    total_timesteps      | 1415168     |
| train/                  |             |
|    approx_kl            | 0.049530815 |
|    clip_fraction        | 0.35        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -3.19       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0193      |
|    n_updates            | 6900        |
|    policy_gradient_loss | -0.0207     |
|    std                  | 0.341       |
|    value_loss           | 0.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.95e+03    |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 692         |
|    time_elapsed         | 9202        |
|    total_timesteps      | 1417216     |
| train/                  |             |
|    approx_kl            | 0.047918376 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | -0.879      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0412     |
|    n_updates            | 6910        |
|    policy_gradient_loss | -0.0222     |
|    std                  | 0.341       |
|    value_loss           | 0.0563      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 693         |
|    time_elapsed         | 9206        |
|    total_timesteps      | 1419264     |
| train/                  |             |
|    approx_kl            | 0.042294495 |
|    clip_fraction        | 0.332       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | -0.278      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0262     |
|    n_updates            | 6920        |
|    policy_gradient_loss | -0.0226     |
|    std                  | 0.34        |
|    value_loss           | 0.0421      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 694         |
|    time_elapsed         | 9210        |
|    total_timesteps      | 1421312     |
| train/                  |             |
|    approx_kl            | 0.063525505 |
|    clip_fraction        | 0.382       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.186       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0372     |
|    n_updates            | 6930        |
|    policy_gradient_loss | -0.0236     |
|    std                  | 0.342       |
|    value_loss           | 0.0427      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 695         |
|    time_elapsed         | 9214        |
|    total_timesteps      | 1423360     |
| train/                  |             |
|    approx_kl            | 0.039768398 |
|    clip_fraction        | 0.36        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.0315      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00157    |
|    n_updates            | 6940        |
|    policy_gradient_loss | -0.00113    |
|    std                  | 0.34        |
|    value_loss           | 0.0331      |
-----------------------------------------
Eval num_timesteps=1425000, episode_reward=-99.91 +/- 0.20
Episode length: 8616.20 +/- 5240.28
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 8.62e+03    |
|    mean_reward          | -99.9       |
| time/                   |             |
|    total_timesteps      | 1425000     |
| train/                  |             |
|    approx_kl            | 0.028370805 |
|    clip_fraction        | 0.325       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.019       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.551       |
|    n_updates            | 6950        |
|    policy_gradient_loss | 0.000514    |
|    std                  | 0.339       |
|    value_loss           | 0.0323      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5e+03    |
|    ep_rew_mean     | -171     |
| time/              |          |
|    fps             | 153      |
|    iterations      | 696      |
|    time_elapsed    | 9293     |
|    total_timesteps | 1425408  |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 697         |
|    time_elapsed         | 9298        |
|    total_timesteps      | 1427456     |
| train/                  |             |
|    approx_kl            | 0.009999536 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | -0.00479    |
|    learning_rate        | 0.0003      |
|    loss                 | 6.89        |
|    n_updates            | 6960        |
|    policy_gradient_loss | -0.00467    |
|    std                  | 0.339       |
|    value_loss           | 1.04e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 698         |
|    time_elapsed         | 9302        |
|    total_timesteps      | 1429504     |
| train/                  |             |
|    approx_kl            | 0.053093385 |
|    clip_fraction        | 0.385       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | -2.43       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0414     |
|    n_updates            | 6970        |
|    policy_gradient_loss | -0.0148     |
|    std                  | 0.339       |
|    value_loss           | 0.0596      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 699         |
|    time_elapsed         | 9307        |
|    total_timesteps      | 1431552     |
| train/                  |             |
|    approx_kl            | 0.032858178 |
|    clip_fraction        | 0.348       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | -0.371      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0179     |
|    n_updates            | 6980        |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.341       |
|    value_loss           | 0.046       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 153         |
|    iterations           | 700         |
|    time_elapsed         | 9311        |
|    total_timesteps      | 1433600     |
| train/                  |             |
|    approx_kl            | 0.039102368 |
|    clip_fraction        | 0.373       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.00199     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0507      |
|    n_updates            | 6990        |
|    policy_gradient_loss | 0.00161     |
|    std                  | 0.344       |
|    value_loss           | 494         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 4.98e+03   |
|    ep_rew_mean          | -160       |
| time/                   |            |
|    fps                  | 154        |
|    iterations           | 701        |
|    time_elapsed         | 9316       |
|    total_timesteps      | 1435648    |
| train/                  |            |
|    approx_kl            | 0.05239274 |
|    clip_fraction        | 0.349      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.69      |
|    explained_variance   | -0.1       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0465     |
|    n_updates            | 7000       |
|    policy_gradient_loss | -0.00165   |
|    std                  | 0.343      |
|    value_loss           | 0.0432     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 702         |
|    time_elapsed         | 9320        |
|    total_timesteps      | 1437696     |
| train/                  |             |
|    approx_kl            | 0.024999931 |
|    clip_fraction        | 0.313       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | -0.035      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00249    |
|    n_updates            | 7010        |
|    policy_gradient_loss | -0.000171   |
|    std                  | 0.341       |
|    value_loss           | 0.0382      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 703         |
|    time_elapsed         | 9324        |
|    total_timesteps      | 1439744     |
| train/                  |             |
|    approx_kl            | 0.057775147 |
|    clip_fraction        | 0.369       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | -0.766      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.17        |
|    n_updates            | 7020        |
|    policy_gradient_loss | 0.00254     |
|    std                  | 0.341       |
|    value_loss           | 0.324       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.98e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 704         |
|    time_elapsed         | 9328        |
|    total_timesteps      | 1441792     |
| train/                  |             |
|    approx_kl            | 0.043899506 |
|    clip_fraction        | 0.365       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | -0.574      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0175      |
|    n_updates            | 7030        |
|    policy_gradient_loss | 0.00493     |
|    std                  | 0.341       |
|    value_loss           | 0.101       |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 4.98e+03  |
|    ep_rew_mean          | -160      |
| time/                   |           |
|    fps                  | 154       |
|    iterations           | 705       |
|    time_elapsed         | 9332      |
|    total_timesteps      | 1443840   |
| train/                  |           |
|    approx_kl            | 0.0616921 |
|    clip_fraction        | 0.375     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.61     |
|    explained_variance   | -0.179    |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0402   |
|    n_updates            | 7040      |
|    policy_gradient_loss | -0.00608  |
|    std                  | 0.34      |
|    value_loss           | 0.0468    |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 706         |
|    time_elapsed         | 9336        |
|    total_timesteps      | 1445888     |
| train/                  |             |
|    approx_kl            | 0.032420795 |
|    clip_fraction        | 0.339       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | -0.124      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0145     |
|    n_updates            | 7050        |
|    policy_gradient_loss | -0.00651    |
|    std                  | 0.34        |
|    value_loss           | 0.0396      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | -160       |
| time/                   |            |
|    fps                  | 155        |
|    iterations           | 707        |
|    time_elapsed         | 9340       |
|    total_timesteps      | 1447936    |
| train/                  |            |
|    approx_kl            | 0.04093216 |
|    clip_fraction        | 0.379      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.63      |
|    explained_variance   | -0.123     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0123     |
|    n_updates            | 7060       |
|    policy_gradient_loss | -0.00391   |
|    std                  | 0.341      |
|    value_loss           | 0.0397     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 708         |
|    time_elapsed         | 9344        |
|    total_timesteps      | 1449984     |
| train/                  |             |
|    approx_kl            | 0.036068436 |
|    clip_fraction        | 0.343       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.0318      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0393      |
|    n_updates            | 7070        |
|    policy_gradient_loss | 0.00534     |
|    std                  | 0.34        |
|    value_loss           | 0.0356      |
-----------------------------------------
Eval num_timesteps=1450000, episode_reward=-98.31 +/- 2.59
Episode length: 8756.40 +/- 5354.81
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 8.76e+03    |
|    mean_reward          | -98.3       |
| time/                   |             |
|    total_timesteps      | 1450000     |
| train/                  |             |
|    approx_kl            | 0.028556611 |
|    clip_fraction        | 0.314       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | -0.000418   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00351    |
|    n_updates            | 7080        |
|    policy_gradient_loss | -0.00148    |
|    std                  | 0.34        |
|    value_loss           | 0.0335      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5e+03    |
|    ep_rew_mean     | -160     |
| time/              |          |
|    fps             | 154      |
|    iterations      | 709      |
|    time_elapsed    | 9424     |
|    total_timesteps | 1452032  |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 710         |
|    time_elapsed         | 9428        |
|    total_timesteps      | 1454080     |
| train/                  |             |
|    approx_kl            | 0.055712335 |
|    clip_fraction        | 0.384       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | -0.0142     |
|    learning_rate        | 0.0003      |
|    loss                 | 671         |
|    n_updates            | 7090        |
|    policy_gradient_loss | -0.0102     |
|    std                  | 0.339       |
|    value_loss           | 816         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 711         |
|    time_elapsed         | 9432        |
|    total_timesteps      | 1456128     |
| train/                  |             |
|    approx_kl            | 0.043013766 |
|    clip_fraction        | 0.376       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | -1.3        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0267     |
|    n_updates            | 7100        |
|    policy_gradient_loss | -0.00582    |
|    std                  | 0.339       |
|    value_loss           | 0.0495      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 5.01e+03  |
|    ep_rew_mean          | -160      |
| time/                   |           |
|    fps                  | 154       |
|    iterations           | 712       |
|    time_elapsed         | 9436      |
|    total_timesteps      | 1458176   |
| train/                  |           |
|    approx_kl            | 0.0338689 |
|    clip_fraction        | 0.344     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.58     |
|    explained_variance   | -0.0878   |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0381   |
|    n_updates            | 7110      |
|    policy_gradient_loss | -0.0122   |
|    std                  | 0.338     |
|    value_loss           | 0.0358    |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.01e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 713         |
|    time_elapsed         | 9440        |
|    total_timesteps      | 1460224     |
| train/                  |             |
|    approx_kl            | 0.025688604 |
|    clip_fraction        | 0.303       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.53       |
|    explained_variance   | 0.905       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0301     |
|    n_updates            | 7120        |
|    policy_gradient_loss | -0.00791    |
|    std                  | 0.335       |
|    value_loss           | 0.048       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.01e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 714         |
|    time_elapsed         | 9444        |
|    total_timesteps      | 1462272     |
| train/                  |             |
|    approx_kl            | 0.027525727 |
|    clip_fraction        | 0.328       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.47       |
|    explained_variance   | -0.399      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0244     |
|    n_updates            | 7130        |
|    policy_gradient_loss | -0.00921    |
|    std                  | 0.333       |
|    value_loss           | 0.044       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.01e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 715         |
|    time_elapsed         | 9449        |
|    total_timesteps      | 1464320     |
| train/                  |             |
|    approx_kl            | 0.028093107 |
|    clip_fraction        | 0.326       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.45       |
|    explained_variance   | -0.0362     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.02       |
|    n_updates            | 7140        |
|    policy_gradient_loss | -0.0051     |
|    std                  | 0.333       |
|    value_loss           | 0.0384      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.06e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 716         |
|    time_elapsed         | 9454        |
|    total_timesteps      | 1466368     |
| train/                  |             |
|    approx_kl            | 0.039508343 |
|    clip_fraction        | 0.322       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.42       |
|    explained_variance   | -0.548      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0328      |
|    n_updates            | 7150        |
|    policy_gradient_loss | -0.00699    |
|    std                  | 0.331       |
|    value_loss           | 0.042       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.06e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 717         |
|    time_elapsed         | 9459        |
|    total_timesteps      | 1468416     |
| train/                  |             |
|    approx_kl            | 0.024943806 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.39       |
|    explained_variance   | -0.0847     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.824       |
|    n_updates            | 7160        |
|    policy_gradient_loss | -0.0132     |
|    std                  | 0.331       |
|    value_loss           | 2.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.06e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 718         |
|    time_elapsed         | 9463        |
|    total_timesteps      | 1470464     |
| train/                  |             |
|    approx_kl            | 0.036579132 |
|    clip_fraction        | 0.346       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.39       |
|    explained_variance   | -1.59       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0993      |
|    n_updates            | 7170        |
|    policy_gradient_loss | -0.0165     |
|    std                  | 0.331       |
|    value_loss           | 0.374       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5.05e+03   |
|    ep_rew_mean          | -160       |
| time/                   |            |
|    fps                  | 155        |
|    iterations           | 719        |
|    time_elapsed         | 9474       |
|    total_timesteps      | 1472512    |
| train/                  |            |
|    approx_kl            | 0.05621472 |
|    clip_fraction        | 0.349      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.38      |
|    explained_variance   | -0.802     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0503     |
|    n_updates            | 7180       |
|    policy_gradient_loss | -0.0155    |
|    std                  | 0.329      |
|    value_loss           | 0.228      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5.01e+03   |
|    ep_rew_mean          | -160       |
| time/                   |            |
|    fps                  | 155        |
|    iterations           | 720        |
|    time_elapsed         | 9482       |
|    total_timesteps      | 1474560    |
| train/                  |            |
|    approx_kl            | 0.07386769 |
|    clip_fraction        | 0.402      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.36      |
|    explained_variance   | -0.976     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00348    |
|    n_updates            | 7190       |
|    policy_gradient_loss | -0.0217    |
|    std                  | 0.329      |
|    value_loss           | 0.117      |
----------------------------------------
Eval num_timesteps=1475000, episode_reward=-99.94 +/- 0.19
Episode length: 10868.80 +/- 4334.64
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 1.09e+04   |
|    mean_reward          | -99.9      |
| time/                   |            |
|    total_timesteps      | 1475000    |
| train/                  |            |
|    approx_kl            | 0.03904313 |
|    clip_fraction        | 0.319      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.32      |
|    explained_variance   | 0.926      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.143      |
|    n_updates            | 7200       |
|    policy_gradient_loss | -0.0191    |
|    std                  | 0.327      |
|    value_loss           | 0.321      |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5e+03    |
|    ep_rew_mean     | -160     |
| time/              |          |
|    fps             | 154      |
|    iterations      | 721      |
|    time_elapsed    | 9569     |
|    total_timesteps | 1476608  |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.95e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 722         |
|    time_elapsed         | 9576        |
|    total_timesteps      | 1478656     |
| train/                  |             |
|    approx_kl            | 0.018673863 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.29       |
|    explained_variance   | 0.133       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.46e+03    |
|    n_updates            | 7210        |
|    policy_gradient_loss | -0.00761    |
|    std                  | 0.327       |
|    value_loss           | 1e+03       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.95e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 723         |
|    time_elapsed         | 9580        |
|    total_timesteps      | 1480704     |
| train/                  |             |
|    approx_kl            | 0.047694456 |
|    clip_fraction        | 0.335       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.31       |
|    explained_variance   | 0.896       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0208     |
|    n_updates            | 7220        |
|    policy_gradient_loss | -0.00738    |
|    std                  | 0.328       |
|    value_loss           | 0.0949      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.95e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 724         |
|    time_elapsed         | 9584        |
|    total_timesteps      | 1482752     |
| train/                  |             |
|    approx_kl            | 0.044377226 |
|    clip_fraction        | 0.367       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.31       |
|    explained_variance   | -0.000365   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0327     |
|    n_updates            | 7230        |
|    policy_gradient_loss | 0.000244    |
|    std                  | 0.327       |
|    value_loss           | 0.0602      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.95e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 725         |
|    time_elapsed         | 9588        |
|    total_timesteps      | 1484800     |
| train/                  |             |
|    approx_kl            | 0.023266094 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.28       |
|    explained_variance   | 0.00309     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0129      |
|    n_updates            | 7240        |
|    policy_gradient_loss | 0.000246    |
|    std                  | 0.326       |
|    value_loss           | 0.0516      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.96e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 154         |
|    iterations           | 726         |
|    time_elapsed         | 9597        |
|    total_timesteps      | 1486848     |
| train/                  |             |
|    approx_kl            | 0.042330846 |
|    clip_fraction        | 0.379       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.26       |
|    explained_variance   | 0.000453    |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0618      |
|    n_updates            | 7250        |
|    policy_gradient_loss | -0.00397    |
|    std                  | 0.326       |
|    value_loss           | 0.044       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.96e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 727         |
|    time_elapsed         | 9602        |
|    total_timesteps      | 1488896     |
| train/                  |             |
|    approx_kl            | 0.086577706 |
|    clip_fraction        | 0.397       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.26       |
|    explained_variance   | 0.819       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.431       |
|    n_updates            | 7260        |
|    policy_gradient_loss | -0.00381    |
|    std                  | 0.326       |
|    value_loss           | 0.767       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 4.93e+03    |
|    ep_rew_mean          | -160        |
| time/                   |             |
|    fps                  | 155         |
|    iterations           | 728         |
|    time_elapsed         | 9613        |
|    total_timesteps      | 1490944     |
| train/                  |             |
|    approx_kl            | 0.076329514 |
|    clip_fraction        | 0.437       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.25       |
|    explained_variance   | -3.35       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.496       |
|    n_updates            | 7270        |
|    policy_gradient_loss | -0.00391    |
|    std                  | 0.326       |
|    value_loss           | 0.113       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 4.92e+03   |
|    ep_rew_mean          | -155       |
| time/                   |            |
|    fps                  | 155        |
|    iterations           | 729        |
|    time_elapsed         | 9624       |
|    total_timesteps      | 1492992    |
| train/                  |            |
|    approx_kl            | 0.06944282 |
|    clip_fraction        | 0.377      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.23      |
|    explained_variance   | 0.661      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.276      |
|    n_updates            | 7280       |
|    policy_gradient_loss | -0.0252    |
|    std                  | 0.325      |
|    value_loss           | 1.19       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 4.92e+03   |
|    ep_rew_mean          | -155       |
| time/                   |            |
|    fps                  | 155        |
|    iterations           | 730        |
|    time_elapsed         | 9630       |
|    total_timesteps      | 1495040    |
| train/                  |            |
|    approx_kl            | 0.04882551 |
|    clip_fraction        | 0.345      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.22      |
|    explained_variance   | 0.633      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.216      |
|    n_updates            | 7290       |
|    policy_gradient_loss | -0.0211    |
|    std                  | 0.324      |
|    value_loss           | 0.662      |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 4.9e+03   |
|    ep_rew_mean          | -155      |
| time/                   |           |
|    fps                  | 155       |
|    iterations           | 731       |
|    time_elapsed         | 9636      |
|    total_timesteps      | 1497088   |
| train/                  |           |
|    approx_kl            | 0.0632515 |
|    clip_fraction        | 0.371     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.22     |
|    explained_variance   | 0.574     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0298   |
|    n_updates            | 7300      |
|    policy_gradient_loss | -0.028    |
|    std                  | 0.325     |
|    value_loss           | 0.131     |
---------------------------------------
-----------------------------------------
| rollout/                |             |
